Species,Dataset,File Name,Tetracycline,Gentamicin,clusters
Staphylococcus aureus,PRJNA633996,18A141.fna,S,S,13
Staphylococcus aureus,PRJNA633996,18A164.fna,S,S,258
Staphylococcus aureus,PRJNA633996,18A169.fna,S,S,13
Staphylococcus aureus,PRJNA633996,18A192.fna,R,S,122
Staphylococcus aureus,PRJNA633996,18A193.fna,I,S,75
Staphylococcus aureus,PRJNA633996,18A201.fna,S,S,13
Staphylococcus aureus,PRJNA633996,18A202.fna,S,S,13
Staphylococcus aureus,PRJNA633996,18A203.fna,S,S,13
Staphylococcus aureus,PRJNA633996,18A228.fna,R,S,75
Staphylococcus aureus,PRJNA633996,18A234.fna,I,S,75
Staphylococcus aureus,PRJNA633996,18A236.fna,S,S,78
Staphylococcus aureus,PRJNA633996,18A245.fna,S,S,75
Staphylococcus aureus,PRJNA633996,18A25.fna,S,S,84
Staphylococcus aureus,PRJNA633996,18A251.fna,I,S,75
Staphylococcus aureus,PRJNA633996,18A26.fna,S,S,50
Staphylococcus aureus,PRJNA633996,18A27.fna,S,S,2
Staphylococcus aureus,PRJNA633996,18A270.fna,S,S,252
Staphylococcus aureus,PRJNA633996,18A272.fna,I,S,75
Staphylococcus aureus,PRJNA633996,18A28.fna,S,S,2
Staphylococcus aureus,PRJNA633996,18A29.fna,S,S,2
Staphylococcus aureus,PRJNA633996,18A30.fna,S,S,2
Staphylococcus aureus,PRJNA633996,18A31.fna,S,S,2
Staphylococcus aureus,PRJNA633996,18A40.fna,S,S,258
Staphylococcus aureus,PRJNA633996,18A52.fna,I,S,47
Staphylococcus aureus,PRJNA633996,18A69.fna,I,S,75
Staphylococcus aureus,PRJNA633996,18A87.fna,I,S,75
Staphylococcus aureus,PRJNA633996,18A88.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA001.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA002.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA003.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA004.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA005.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA006.fna,R,I,72
Staphylococcus aureus,PRJNA633996,CFSA12SA007.fna,S,S,13
Staphylococcus aureus,PRJNA633996,CFSA12SA008.fna,S,S,13
Staphylococcus aureus,PRJNA633996,CFSA12SA009.fna,S,S,252
Staphylococcus aureus,PRJNA633996,CFSA12SA012.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA014.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA015.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA017.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA019.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA020.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA021.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA022.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA023.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA024.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA025.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA026.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA027.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA028.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA029.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA031.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA032.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA033.fna,I,R,34
Staphylococcus aureus,PRJNA633996,CFSA12SA035.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA036.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA037.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA038.fna,R,S,978
Staphylococcus aureus,PRJNA633996,CFSA12SA039.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA040.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA041.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA043.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA044.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA045.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA046.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA047.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA048.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA049.fna,I,R,34
Staphylococcus aureus,PRJNA633996,CFSA12SA050.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA051.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA052.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA054.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA055.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA056.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA12SA059.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA12SA060.fna,S,S,1357
Staphylococcus aureus,PRJNA633996,CFSA12SA063.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA069.fna,I,S,34
Staphylococcus aureus,PRJNA633996,CFSA12SA070.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA13SA002.fna,R,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA003.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA004.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA005.fna,S,I,479
Staphylococcus aureus,PRJNA633996,CFSA13SA006.fna,S,I,479
Staphylococcus aureus,PRJNA633996,CFSA13SA007.fna,S,I,479
Staphylococcus aureus,PRJNA633996,CFSA13SA008.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA009.fna,S,I,2
Staphylococcus aureus,PRJNA633996,CFSA13SA010.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA011.fna,S,R,2
Staphylococcus aureus,PRJNA633996,CFSA13SA012.fna,S,I,2
Staphylococcus aureus,PRJNA633996,CFSA13SA013.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA014.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA13SA015.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA016.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA017.fna,S,I,11
Staphylococcus aureus,PRJNA633996,CFSA13SA019.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA021.fna,R,I,34
Staphylococcus aureus,PRJNA633996,CFSA13SA022.fna,S,R,75
Staphylococcus aureus,PRJNA633996,CFSA13SA023.fna,S,I,252
Staphylococcus aureus,PRJNA633996,CFSA13SA024.fna,S,I,2
Staphylococcus aureus,PRJNA633996,CFSA13SA025.fna,R,I,50
Staphylococcus aureus,PRJNA633996,CFSA13SA026.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA027.fna,I,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA028.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA029.fna,I,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA030.fna,I,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA031.fna,S,R,75
Staphylococcus aureus,PRJNA633996,CFSA13SA032.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA033.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA034.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA035.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA036.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA037.fna,S,I,2
Staphylococcus aureus,PRJNA633996,CFSA13SA038.fna,S,I,252
Staphylococcus aureus,PRJNA633996,CFSA13SA039.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA13SA040.fna,S,I,443
Staphylococcus aureus,PRJNA633996,CFSA13SA041.fna,R,R,34
Staphylococcus aureus,PRJNA633996,CFSA13SA042.fna,S,I,75
Staphylococcus aureus,PRJNA633996,CFSA14SA001.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA002.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA003.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA005.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA006.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA14SA007.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA008.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA009.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA010.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA011.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA012.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA013.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA014.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA015.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA14SA016.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA017.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA14SA018.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA019.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA14SA020.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA021.fna,S,S,258
Staphylococcus aureus,PRJNA633996,CFSA14SA022.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA023.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA024.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA025.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA026.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA027.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA028.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA029.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA030.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA031.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA032.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA033.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA034.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA035.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA036.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA037.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA038.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA14SA039.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA040.fna,S,S,78
Staphylococcus aureus,PRJNA633996,CFSA14SA041.fna,S,S,78
Staphylococcus aureus,PRJNA633996,CFSA14SA042.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA14SA043.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA001.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA002.fna,S,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA003.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA004.fna,I,S,324
Staphylococcus aureus,PRJNA633996,CFSA15SA005.fna,R,R,324
Staphylococcus aureus,PRJNA633996,CFSA15SA006.fna,R,R,50
Staphylococcus aureus,PRJNA633996,CFSA15SA007.fna,R,R,252
Staphylococcus aureus,PRJNA633996,CFSA15SA008.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA15SA009.fna,R,S,84
Staphylococcus aureus,PRJNA633996,CFSA15SA010.fna,S,R,51
Staphylococcus aureus,PRJNA633996,CFSA15SA011.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA012.fna,S,S,335
Staphylococcus aureus,PRJNA633996,CFSA15SA013.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA014.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA015.fna,R,S,59
Staphylococcus aureus,PRJNA633996,CFSA15SA016.fna,S,S,258
Staphylococcus aureus,PRJNA633996,CFSA15SA017.fna,S,I,47
Staphylococcus aureus,PRJNA633996,CFSA15SA018.fna,S,S,175
Staphylococcus aureus,PRJNA633996,CFSA15SA019.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA020.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA021.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA022.fna,R,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA023.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA024.fna,I,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA025.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA026.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA027.fna,S,I,50
Staphylococcus aureus,PRJNA633996,CFSA15SA028.fna,R,S,252
Staphylococcus aureus,PRJNA633996,CFSA15SA029.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA030.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA031.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA032.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA033.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA034.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA035.fna,S,I,47
Staphylococcus aureus,PRJNA633996,CFSA15SA036.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA037.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA038.fna,I,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA039.fna,R,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA040.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA041.fna,R,S,175
Staphylococcus aureus,PRJNA633996,CFSA15SA042.fna,I,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA043.fna,S,S,1
Staphylococcus aureus,PRJNA633996,CFSA15SA044.fna,R,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA045.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA046.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA047.fna,S,S,847
Staphylococcus aureus,PRJNA633996,CFSA15SA048.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA050.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA051.fna,S,S,1046
Staphylococcus aureus,PRJNA633996,CFSA15SA052.fna,R,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA053.fna,R,I,13
Staphylococcus aureus,PRJNA633996,CFSA15SA054.fna,S,S,847
Staphylococcus aureus,PRJNA633996,CFSA15SA055.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA056.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA057.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA058.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA059.fna,R,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA060.fna,S,S,13
Staphylococcus aureus,PRJNA633996,CFSA15SA061.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA063.fna,R,S,527
Staphylococcus aureus,PRJNA633996,CFSA15SA064.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA065.fna,S,S,34
Staphylococcus aureus,PRJNA633996,CFSA15SA066.fna,R,S,34
Staphylococcus aureus,PRJNA633996,CFSA15SA067.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA068.fna,S,S,34
Staphylococcus aureus,PRJNA633996,CFSA15SA069.fna,S,S,34
Staphylococcus aureus,PRJNA633996,CFSA15SA070.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA071.fna,S,S,6
Staphylococcus aureus,PRJNA633996,CFSA15SA072.fna,R,S,335
Staphylococcus aureus,PRJNA633996,CFSA15SA073.fna,S,S,13
Staphylococcus aureus,PRJNA633996,CFSA15SA074.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA075.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA076.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA077.fna,I,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA078.fna,S,S,120
Staphylococcus aureus,PRJNA633996,CFSA15SA079.fna,I,S,13
Staphylococcus aureus,PRJNA633996,CFSA15SA080.fna,S,I,13
Staphylococcus aureus,PRJNA633996,CFSA15SA082.fna,R,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA083.fna,S,I,50
Staphylococcus aureus,PRJNA633996,CFSA15SA084.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA085.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA086.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA087.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA088.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA089.fna,S,S,335
Staphylococcus aureus,PRJNA633996,CFSA15SA090.fna,S,S,34
Staphylococcus aureus,PRJNA633996,CFSA15SA091.fna,S,S,335
Staphylococcus aureus,PRJNA633996,CFSA15SA092.fna,S,S,214
Staphylococcus aureus,PRJNA633996,CFSA15SA093.fna,S,S,6
Staphylococcus aureus,PRJNA633996,CFSA15SA095.fna,S,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA096.fna,S,S,335
Staphylococcus aureus,PRJNA633996,CFSA15SA097.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA098.fna,R,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA099.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA100.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA101.fna,S,I,50
Staphylococcus aureus,PRJNA633996,CFSA15SA102.fna,S,S,1306
Staphylococcus aureus,PRJNA633996,CFSA15SA103.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA104.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA105.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA106.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA107.fna,S,I,47
Staphylococcus aureus,PRJNA633996,CFSA15SA108.fna,I,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA109.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA110.fna,S,S,1264
Staphylococcus aureus,PRJNA633996,CFSA15SA111.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA112.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA113.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA114.fna,R,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA115.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA116.fna,S,S,1415
Staphylococcus aureus,PRJNA633996,CFSA15SA117.fna,S,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA118.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA119.fna,S,S,13
Staphylococcus aureus,PRJNA633996,CFSA15SA120.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA121.fna,S,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA122.fna,S,S,110
Staphylococcus aureus,PRJNA633996,CFSA15SA123.fna,S,S,847
Staphylococcus aureus,PRJNA633996,CFSA15SA124.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA125.fna,I,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA126.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA127.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA129.fna,S,I,1
Staphylococcus aureus,PRJNA633996,CFSA15SA131.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA132.fna,S,I,50
Staphylococcus aureus,PRJNA633996,CFSA15SA133.fna,R,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA134.fna,S,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA135.fna,I,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA136.fna,I,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA137.fna,R,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA138.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA15SA139.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA140.fna,S,S,258
Staphylococcus aureus,PRJNA633996,CFSA15SA141.fna,R,S,1614
Staphylococcus aureus,PRJNA633996,CFSA15SA142.fna,I,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA143.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA144.fna,S,S,11
Staphylococcus aureus,PRJNA633996,CFSA15SA145.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA146.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA147.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA148.fna,R,R,75
Staphylococcus aureus,PRJNA633996,CFSA15SA149.fna,R,S,47
Staphylococcus aureus,PRJNA633996,CFSA15SA150.fna,S,I,2
Staphylococcus aureus,PRJNA633996,CFSA15SA151.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA15SA152.fna,S,S,50
Staphylococcus aureus,PRJNA633996,CFSA15SA153.fna,R,R,794
Staphylococcus aureus,PRJNA633996,CFSA15SA155.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA157.fna,S,S,120
Staphylococcus aureus,PRJNA633996,CFSA15SA158.fna,S,S,51
Staphylococcus aureus,PRJNA633996,CFSA15SA160.fna,S,S,175
Staphylococcus aureus,PRJNA633996,CFSA15SA431.fna,R,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA001.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA002.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA003.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA004.fna,S,S,2
Staphylococcus aureus,PRJNA633996,CFSA16SA005.fna,S,S,78
Staphylococcus aureus,PRJNA633996,CFSA16SA006.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA007.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA008.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA009.fna,I,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA010.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA011.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA012.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA013.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA014.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA015.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA016.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA017.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA018.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA019.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA020.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA021.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA022.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA023.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA024.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA025.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA026.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA027.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA028.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA029.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA030.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA031.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA032.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA033.fna,S,S,13
Staphylococcus aureus,PRJNA633996,CFSA16SA034.fna,S,S,75
Staphylococcus aureus,PRJNA633996,CFSA16SA035.fna,S,S,258
Staphylococcus aureus,PRJNA633996,CFSA16SA036.fna,S,S,258
