Species,Dataset,File Name,Tetracycline,Gentamicin,clusters
Escherichia coli,PATRIC_e.coli,562.22505.fna,N/A,S,1566
Escherichia coli,PATRIC_e.coli,562.22506.fna,N/A,S,260
Escherichia coli,PATRIC_e.coli,562.22507.fna,N/A,S,4
Escherichia coli,PATRIC_e.coli,562.22508.fna,N/A,S,167
Escherichia coli,PATRIC_e.coli,562.22509.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22510.fna,N/A,S,580
Escherichia coli,PATRIC_e.coli,562.22511.fna,N/A,S,1206
Escherichia coli,PATRIC_e.coli,562.22512.fna,N/A,S,538
Escherichia coli,PATRIC_e.coli,562.22513.fna,N/A,S,1109
Escherichia coli,PATRIC_e.coli,562.22514.fna,N/A,S,392
Escherichia coli,PATRIC_e.coli,562.22515.fna,N/A,S,1497
Escherichia coli,PATRIC_e.coli,562.22516.fna,N/A,S,167
Escherichia coli,PATRIC_e.coli,562.22517.fna,N/A,S,274
Escherichia coli,PATRIC_e.coli,562.22518.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22519.fna,N/A,S,514
Escherichia coli,PATRIC_e.coli,562.22520.fna,N/A,S,955
Escherichia coli,PATRIC_e.coli,562.22521.fna,N/A,S,839
Escherichia coli,PATRIC_e.coli,562.22522.fna,N/A,S,1771
Escherichia coli,PATRIC_e.coli,562.22524.fna,N/A,S,695
Escherichia coli,PATRIC_e.coli,562.22525.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22526.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22527.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22528.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22529.fna,N/A,S,1660
Escherichia coli,PATRIC_e.coli,562.22530.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22531.fna,N/A,S,837
Escherichia coli,PATRIC_e.coli,562.22532.fna,N/A,S,449
Escherichia coli,PATRIC_e.coli,562.22533.fna,N/A,S,585
Escherichia coli,PATRIC_e.coli,562.22534.fna,N/A,S,538
Escherichia coli,PATRIC_e.coli,562.22535.fna,N/A,S,1083
Escherichia coli,PATRIC_e.coli,562.22536.fna,N/A,S,219
Escherichia coli,PATRIC_e.coli,562.22537.fna,N/A,S,1296
Escherichia coli,PATRIC_e.coli,562.22538.fna,N/A,S,353
Escherichia coli,PATRIC_e.coli,562.22539.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22540.fna,N/A,S,1585
Escherichia coli,PATRIC_e.coli,562.22541.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22542.fna,N/A,S,1209
Escherichia coli,PATRIC_e.coli,562.22543.fna,N/A,S,1327
Escherichia coli,PATRIC_e.coli,562.22544.fna,N/A,S,1641
Escherichia coli,PATRIC_e.coli,562.22545.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22546.fna,N/A,S,96
Escherichia coli,PATRIC_e.coli,562.22547.fna,N/A,S,1834
Escherichia coli,PATRIC_e.coli,562.22548.fna,N/A,S,1520
Escherichia coli,PATRIC_e.coli,562.22549.fna,N/A,S,1012
Escherichia coli,PATRIC_e.coli,562.22550.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22551.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22552.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22553.fna,N/A,S,871
Escherichia coli,PATRIC_e.coli,562.22554.fna,N/A,S,1219
Escherichia coli,PATRIC_e.coli,562.22555.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.22556.fna,N/A,S,1167
Escherichia coli,PATRIC_e.coli,562.22557.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22558.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.22559.fna,N/A,S,1639
Escherichia coli,PATRIC_e.coli,562.22560.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22561.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22562.fna,N/A,S,56
Escherichia coli,PATRIC_e.coli,562.22563.fna,N/A,S,1469
Escherichia coli,PATRIC_e.coli,562.22564.fna,N/A,S,1676
Escherichia coli,PATRIC_e.coli,562.22565.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22566.fna,N/A,S,1840
Escherichia coli,PATRIC_e.coli,562.22567.fna,N/A,S,248
Escherichia coli,PATRIC_e.coli,562.22568.fna,N/A,S,649
Escherichia coli,PATRIC_e.coli,562.22569.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22570.fna,N/A,S,1283
Escherichia coli,PATRIC_e.coli,562.22571.fna,N/A,S,1109
Escherichia coli,PATRIC_e.coli,562.22572.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22573.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22574.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22576.fna,N/A,S,1580
Escherichia coli,PATRIC_e.coli,562.22577.fna,N/A,S,1830
Escherichia coli,PATRIC_e.coli,562.22578.fna,N/A,S,309
Escherichia coli,PATRIC_e.coli,562.22579.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22580.fna,N/A,S,71
Escherichia coli,PATRIC_e.coli,562.22581.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22582.fna,N/A,R,27
Escherichia coli,PATRIC_e.coli,562.22583.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22584.fna,N/A,S,1268
Escherichia coli,PATRIC_e.coli,562.22585.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.22586.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22587.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22588.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22589.fna,N/A,S,197
Escherichia coli,PATRIC_e.coli,562.22590.fna,N/A,S,423
Escherichia coli,PATRIC_e.coli,562.22591.fna,N/A,S,1485
Escherichia coli,PATRIC_e.coli,562.22592.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22593.fna,N/A,S,1109
Escherichia coli,PATRIC_e.coli,562.22594.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22595.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22596.fna,N/A,R,27
Escherichia coli,PATRIC_e.coli,562.22597.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.22598.fna,N/A,S,993
Escherichia coli,PATRIC_e.coli,562.22599.fna,N/A,S,376
Escherichia coli,PATRIC_e.coli,562.22600.fna,N/A,S,1261
Escherichia coli,PATRIC_e.coli,562.22601.fna,N/A,S,219
Escherichia coli,PATRIC_e.coli,562.22602.fna,N/A,S,1491
Escherichia coli,PATRIC_e.coli,562.22603.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22604.fna,N/A,S,1700
Escherichia coli,PATRIC_e.coli,562.22605.fna,N/A,S,763
Escherichia coli,PATRIC_e.coli,562.22606.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22607.fna,N/A,S,195
Escherichia coli,PATRIC_e.coli,562.22608.fna,N/A,S,416
Escherichia coli,PATRIC_e.coli,562.22609.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22610.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22611.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22612.fna,N/A,S,630
Escherichia coli,PATRIC_e.coli,562.22613.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22614.fna,N/A,S,1721
Escherichia coli,PATRIC_e.coli,562.22615.fna,N/A,S,430
Escherichia coli,PATRIC_e.coli,562.22617.fna,N/A,S,353
Escherichia coli,PATRIC_e.coli,562.22618.fna,N/A,S,127
Escherichia coli,PATRIC_e.coli,562.22619.fna,N/A,S,1275
Escherichia coli,PATRIC_e.coli,562.22620.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22621.fna,N/A,S,954
Escherichia coli,PATRIC_e.coli,562.22622.fna,N/A,S,219
Escherichia coli,PATRIC_e.coli,562.22623.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22624.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22625.fna,N/A,S,71
Escherichia coli,PATRIC_e.coli,562.22626.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22627.fna,N/A,S,1250
Escherichia coli,PATRIC_e.coli,562.22628.fna,N/A,S,859
Escherichia coli,PATRIC_e.coli,562.22629.fna,N/A,S,106
Escherichia coli,PATRIC_e.coli,562.22630.fna,N/A,S,1630
Escherichia coli,PATRIC_e.coli,562.22631.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22632.fna,N/A,S,1424
Escherichia coli,PATRIC_e.coli,562.22633.fna,N/A,S,1194
Escherichia coli,PATRIC_e.coli,562.22634.fna,N/A,S,1071
Escherichia coli,PATRIC_e.coli,562.22635.fna,N/A,R,1706
Escherichia coli,PATRIC_e.coli,562.22636.fna,N/A,S,1735
Escherichia coli,PATRIC_e.coli,562.22637.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.22638.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22639.fna,N/A,S,1664
Escherichia coli,PATRIC_e.coli,562.22640.fna,N/A,S,747
Escherichia coli,PATRIC_e.coli,562.22641.fna,N/A,S,951
Escherichia coli,PATRIC_e.coli,562.22642.fna,N/A,S,730
Escherichia coli,PATRIC_e.coli,562.22643.fna,N/A,S,1582
Escherichia coli,PATRIC_e.coli,562.22644.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22645.fna,N/A,S,162
Escherichia coli,PATRIC_e.coli,562.22646.fna,N/A,S,355
Escherichia coli,PATRIC_e.coli,562.22647.fna,N/A,S,1572
Escherichia coli,PATRIC_e.coli,562.22648.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22649.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.22650.fna,N/A,R,1410
Escherichia coli,PATRIC_e.coli,562.22651.fna,N/A,S,208
Escherichia coli,PATRIC_e.coli,562.22652.fna,N/A,S,442
Escherichia coli,PATRIC_e.coli,562.22653.fna,N/A,S,1659
Escherichia coli,PATRIC_e.coli,562.22654.fna,N/A,S,71
Escherichia coli,PATRIC_e.coli,562.22655.fna,N/A,R,27
Escherichia coli,PATRIC_e.coli,562.22656.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22657.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22658.fna,N/A,S,330
Escherichia coli,PATRIC_e.coli,562.22659.fna,N/A,S,1239
Escherichia coli,PATRIC_e.coli,562.22660.fna,N/A,S,1801
Escherichia coli,PATRIC_e.coli,562.22661.fna,N/A,S,507
Escherichia coli,PATRIC_e.coli,562.22662.fna,N/A,S,1788
Escherichia coli,PATRIC_e.coli,562.22663.fna,N/A,S,128
Escherichia coli,PATRIC_e.coli,562.22664.fna,N/A,S,1355
Escherichia coli,PATRIC_e.coli,562.22665.fna,N/A,S,788
Escherichia coli,PATRIC_e.coli,562.22666.fna,N/A,S,1482
Escherichia coli,PATRIC_e.coli,562.22667.fna,N/A,S,1817
Escherichia coli,PATRIC_e.coli,562.22668.fna,N/A,S,1703
Escherichia coli,PATRIC_e.coli,562.22669.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22670.fna,N/A,S,616
Escherichia coli,PATRIC_e.coli,562.22671.fna,N/A,S,292
Escherichia coli,PATRIC_e.coli,562.22672.fna,N/A,R,1658
Escherichia coli,PATRIC_e.coli,562.22673.fna,N/A,S,1256
Escherichia coli,PATRIC_e.coli,562.22674.fna,N/A,S,585
Escherichia coli,PATRIC_e.coli,562.22675.fna,N/A,S,256
Escherichia coli,PATRIC_e.coli,562.22676.fna,N/A,S,315
Escherichia coli,PATRIC_e.coli,562.22677.fna,N/A,R,552
Escherichia coli,PATRIC_e.coli,562.22678.fna,N/A,S,71
Escherichia coli,PATRIC_e.coli,562.22679.fna,N/A,S,462
Escherichia coli,PATRIC_e.coli,562.22680.fna,N/A,S,219
Escherichia coli,PATRIC_e.coli,562.22681.fna,N/A,S,1816
Escherichia coli,PATRIC_e.coli,562.22682.fna,N/A,S,649
Escherichia coli,PATRIC_e.coli,562.22683.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22684.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22685.fna,N/A,R,705
Escherichia coli,PATRIC_e.coli,562.22686.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22687.fna,N/A,S,1737
Escherichia coli,PATRIC_e.coli,562.22688.fna,N/A,S,1628
Escherichia coli,PATRIC_e.coli,562.22690.fna,N/A,S,1049
Escherichia coli,PATRIC_e.coli,562.22691.fna,N/A,R,553
Escherichia coli,PATRIC_e.coli,562.22692.fna,N/A,S,1728
Escherichia coli,PATRIC_e.coli,562.22693.fna,N/A,S,96
Escherichia coli,PATRIC_e.coli,562.22694.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22695.fna,N/A,S,188
Escherichia coli,PATRIC_e.coli,562.22696.fna,N/A,S,280
Escherichia coli,PATRIC_e.coli,562.22697.fna,N/A,S,1714
Escherichia coli,PATRIC_e.coli,562.22698.fna,N/A,S,279
Escherichia coli,PATRIC_e.coli,562.22699.fna,N/A,S,1341
Escherichia coli,PATRIC_e.coli,562.22700.fna,N/A,R,336
Escherichia coli,PATRIC_e.coli,562.22701.fna,N/A,S,826
Escherichia coli,PATRIC_e.coli,562.22702.fna,N/A,S,1399
Escherichia coli,PATRIC_e.coli,562.22703.fna,N/A,S,131
Escherichia coli,PATRIC_e.coli,562.22704.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22705.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.22706.fna,N/A,S,974
Escherichia coli,PATRIC_e.coli,562.22707.fna,N/A,S,310
Escherichia coli,PATRIC_e.coli,562.22708.fna,N/A,R,1586
Escherichia coli,PATRIC_e.coli,562.22709.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.22710.fna,N/A,S,86
Escherichia coli,PATRIC_e.coli,562.22711.fna,N/A,S,1809
Escherichia coli,PATRIC_e.coli,562.22712.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22713.fna,N/A,S,1888
Escherichia coli,PATRIC_e.coli,562.22714.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22715.fna,N/A,S,1437
Escherichia coli,PATRIC_e.coli,562.22716.fna,N/A,S,423
Escherichia coli,PATRIC_e.coli,562.22717.fna,N/A,R,27
Escherichia coli,PATRIC_e.coli,562.22718.fna,N/A,S,628
Escherichia coli,PATRIC_e.coli,562.22719.fna,N/A,S,410
Escherichia coli,PATRIC_e.coli,562.22720.fna,N/A,S,365
Escherichia coli,PATRIC_e.coli,562.22721.fna,N/A,S,675
Escherichia coli,PATRIC_e.coli,562.22722.fna,N/A,S,505
Escherichia coli,PATRIC_e.coli,562.22723.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22724.fna,N/A,S,1184
Escherichia coli,PATRIC_e.coli,562.22725.fna,N/A,S,68
Escherichia coli,PATRIC_e.coli,562.22726.fna,N/A,S,1075
Escherichia coli,PATRIC_e.coli,562.22727.fna,N/A,S,1813
Escherichia coli,PATRIC_e.coli,562.22728.fna,N/A,S,353
Escherichia coli,PATRIC_e.coli,562.22729.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22730.fna,N/A,S,1176
Escherichia coli,PATRIC_e.coli,562.22731.fna,N/A,S,1535
Escherichia coli,PATRIC_e.coli,562.22732.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22733.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22734.fna,N/A,S,290
Escherichia coli,PATRIC_e.coli,562.22735.fna,N/A,S,315
Escherichia coli,PATRIC_e.coli,562.22736.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.22737.fna,N/A,S,1657
Escherichia coli,PATRIC_e.coli,562.22738.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22740.fna,N/A,S,71
Escherichia coli,PATRIC_e.coli,562.22741.fna,N/A,S,510
Escherichia coli,PATRIC_e.coli,562.22742.fna,N/A,S,1224
Escherichia coli,PATRIC_e.coli,562.22743.fna,N/A,S,829
Escherichia coli,PATRIC_e.coli,562.22744.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.22745.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22746.fna,N/A,S,1446
Escherichia coli,PATRIC_e.coli,562.22747.fna,N/A,S,1772
Escherichia coli,PATRIC_e.coli,562.22748.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22749.fna,N/A,S,1552
Escherichia coli,PATRIC_e.coli,562.22750.fna,N/A,S,359
Escherichia coli,PATRIC_e.coli,562.22751.fna,N/A,S,525
Escherichia coli,PATRIC_e.coli,562.22752.fna,N/A,S,580
Escherichia coli,PATRIC_e.coli,562.22753.fna,N/A,S,555
Escherichia coli,PATRIC_e.coli,562.22754.fna,N/A,R,23
Escherichia coli,PATRIC_e.coli,562.22755.fna,N/A,S,537
Escherichia coli,PATRIC_e.coli,562.22756.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22757.fna,N/A,S,93
Escherichia coli,PATRIC_e.coli,562.22758.fna,N/A,S,1821
Escherichia coli,PATRIC_e.coli,562.22759.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22760.fna,N/A,S,998
Escherichia coli,PATRIC_e.coli,562.22761.fna,N/A,S,571
Escherichia coli,PATRIC_e.coli,562.22762.fna,N/A,S,1313
Escherichia coli,PATRIC_e.coli,562.22763.fna,N/A,S,589
Escherichia coli,PATRIC_e.coli,562.22764.fna,N/A,S,1647
Escherichia coli,PATRIC_e.coli,562.22765.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22766.fna,N/A,R,777
Escherichia coli,PATRIC_e.coli,562.22767.fna,N/A,S,1551
Escherichia coli,PATRIC_e.coli,562.22768.fna,N/A,S,281
Escherichia coli,PATRIC_e.coli,562.22769.fna,N/A,S,640
Escherichia coli,PATRIC_e.coli,562.22770.fna,N/A,S,1382
Escherichia coli,PATRIC_e.coli,562.22771.fna,N/A,S,1138
Escherichia coli,PATRIC_e.coli,562.22772.fna,N/A,S,786
Escherichia coli,PATRIC_e.coli,562.22773.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.22774.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22775.fna,N/A,S,750
Escherichia coli,PATRIC_e.coli,562.22776.fna,N/A,S,532
Escherichia coli,PATRIC_e.coli,562.22777.fna,N/A,S,184
Escherichia coli,PATRIC_e.coli,562.22778.fna,N/A,R,355
Escherichia coli,PATRIC_e.coli,562.22779.fna,N/A,S,1557
Escherichia coli,PATRIC_e.coli,562.22780.fna,N/A,S,1201
Escherichia coli,PATRIC_e.coli,562.22781.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22782.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22783.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22784.fna,N/A,S,177
Escherichia coli,PATRIC_e.coli,562.22785.fna,N/A,S,1824
Escherichia coli,PATRIC_e.coli,562.22786.fna,N/A,S,315
